leonoreid,person,bnfid
LH/483/46,http://www.wikidata.org/entity/Q3300550,105653051
LH/713/36,http://www.wikidata.org/entity/Q3300659,16212617d
19800035/324/43677,http://www.wikidata.org/entity/Q3300682,123250268
19800035/1287/48665,http://www.wikidata.org/entity/Q3301006,16977911t
19800035/1239/43055,http://www.wikidata.org/entity/Q3301041,14114879j
LH/1651/39,http://www.wikidata.org/entity/Q3301071,121819407
19800035/228/30140,http://www.wikidata.org/entity/Q3301240,121833700
19800035/545/62350,http://www.wikidata.org/entity/Q3301297,12328289f
19800035/234/31032,http://www.wikidata.org/entity/Q3301567,139561942
19800035/47/5840,http://www.wikidata.org/entity/Q3302375,119007401
19800035/758/85943,http://www.wikidata.org/entity/Q3302538,14171253q
LH/416/78,http://www.wikidata.org/entity/Q3306691,13753054g
LH/514/72,http://www.wikidata.org/entity/Q3308759,10600220c
LH/1629/67,http://www.wikidata.org/entity/Q3310240,122560577
LH/384/42,http://www.wikidata.org/entity/Q3336066,10464332h
LH/398/73,http://www.wikidata.org/entity/Q3339944,152991146
LH/531/61,http://www.wikidata.org/entity/Q3340189,14977680j
LH/769/20,http://www.wikidata.org/entity/Q3340258,13598009b
LH/1341/6,http://www.wikidata.org/entity/Q3340439,11988283h
LH/1227/42,http://www.wikidata.org/entity/Q3340446,125591850
LH/1767/15,http://www.wikidata.org/entity/Q3340575,113455216
LH/2718/55,http://www.wikidata.org/entity/Q3340876,10735011v
LH/321/83,http://www.wikidata.org/entity/Q3350850,104280188
19800035/794/89783,http://www.wikidata.org/entity/Q3370333,12314638g
LH/1623/48,http://www.wikidata.org/entity/Q3370338,12947532h
19800035/54/6598,http://www.wikidata.org/entity/Q3370539,13527560s
19800035/203/26613,http://www.wikidata.org/entity/Q3370557,10933440d
LH/515/74,http://www.wikidata.org/entity/Q3370865,11936098g
19800035/243/32306,http://www.wikidata.org/entity/Q3370869,149716327
19800035/836/95476,http://www.wikidata.org/entity/Q3371093,120579924
19800035/1268/46105,http://www.wikidata.org/entity/Q3371133,14545972z
19800035/1418/63858,http://www.wikidata.org/entity/Q3371215,15462644j
19800035/246/32734,http://www.wikidata.org/entity/Q3371226,123397689
19800035/737/83610,http://www.wikidata.org/entity/Q3371292,12465015m
LH/1141/55,http://www.wikidata.org/entity/Q3371324,119049876
19800035/327/44103,http://www.wikidata.org/entity/Q3371434,11111249t
LH/1425/36,http://www.wikidata.org/entity/Q3371615,14806667g
19800035/206/26958,http://www.wikidata.org/entity/Q3371967,125400364
LH/2391/43,http://www.wikidata.org/entity/Q3372134,147821021
LH/2434/34,http://www.wikidata.org/entity/Q3372171,119598039
LH/2541/41,http://www.wikidata.org/entity/Q3372232,11813832f
LH/2541/41,http://www.wikidata.org/entity/Q3372232,124591776
19800035/1404/62253,http://www.wikidata.org/entity/Q3372297,12108346p
19800035/1216/40442,http://www.wikidata.org/entity/Q3372326,15056010n
LH/2681/69,http://www.wikidata.org/entity/Q3372350,14939993c
LH/1083/6,http://www.wikidata.org/entity/Q3372479,106020340
LH/813/68,http://www.wikidata.org/entity/Q3372534,12409368r
19800035/381/51148,http://www.wikidata.org/entity/Q3378941,13087516p
LH/2371/37,http://www.wikidata.org/entity/Q3379186,14928361n
LH/1155/14,http://www.wikidata.org/entity/Q3379919,12353519h
LH/1108/38,http://www.wikidata.org/entity/Q3383348,165621314
LH/2262/72,http://www.wikidata.org/entity/Q3383520,10574703d
LH/188/59,http://www.wikidata.org/entity/Q3383934,13209898v
19800035/1158/32345,http://www.wikidata.org/entity/Q3384138,14877178f
19800035/582/66079,http://www.wikidata.org/entity/Q3384200,12172358p
19800035/725/82401,http://www.wikidata.org/entity/Q3384267,10521525d
19800035/715/81446,http://www.wikidata.org/entity/Q3384553,110001028
19800035/1175/36037,http://www.wikidata.org/entity/Q3384777,11900367z
19800035/846/96922,http://www.wikidata.org/entity/Q3384828,12186601q
19800035/252/33622,http://www.wikidata.org/entity/Q3384918,149671176
LH/1981/15,http://www.wikidata.org/entity/Q3386461,157971315
19800035/171/22000,http://www.wikidata.org/entity/Q3386538,15836948s
19800035/1120/28179,http://www.wikidata.org/entity/Q3387073,12182564c
LH/2670/94,http://www.wikidata.org/entity/Q3387230,15797411c
19800035/1229/41738,http://www.wikidata.org/entity/Q3387247,12108574g
LH/2667/48,http://www.wikidata.org/entity/Q3387778,162288048
LH/763/37,http://www.wikidata.org/entity/Q3389330,165562090
19800035/1436/66299,http://www.wikidata.org/entity/Q3419214,105282796
19800035/214/28087,http://www.wikidata.org/entity/Q3419443,14653983h
19800035/1079/24063,http://www.wikidata.org/entity/Q3421000,12138579t
19800035/1141/30605,http://www.wikidata.org/entity/Q3426360,119074130
19800035/644/74392,http://www.wikidata.org/entity/Q3436607,12317327q
19800035/1215/40332,http://www.wikidata.org/entity/Q3436620,11839685b
19800035/1445/67213,http://www.wikidata.org/entity/Q3439294,140108244
19800035/136/17166,http://www.wikidata.org/entity/Q3442367,13926819m
LH/1628/49,http://www.wikidata.org/entity/Q3407793,12157241g
LH/2397/29,http://www.wikidata.org/entity/Q3408557,12375379q
LH/2198/17,http://www.wikidata.org/entity/Q3419511,145060648
LH/2693/63,http://www.wikidata.org/entity/Q3421244,107433520
LH/241/84,http://www.wikidata.org/entity/Q3425855,149698048
19800035/206/26983,http://www.wikidata.org/entity/Q32860394,10709520j
19800035/818/93070,http://www.wikidata.org/entity/Q33100442,178147865
LH/1986/11,http://www.wikidata.org/entity/Q33100513,10283176d
LH/2752/28,http://www.wikidata.org/entity/Q33192442,13473412j
LH/33/37,http://www.wikidata.org/entity/Q15969775,10231013q
19800035/762/86604,http://www.wikidata.org/entity/Q33524778,129977939
19800035/51/6231,http://www.wikidata.org/entity/Q34012681,12980142v
19800035/561/63976,http://www.wikidata.org/entity/Q34201480,107357511
LH/440/46,http://www.wikidata.org/entity/Q34337464,12992713m
LH/404/32,http://www.wikidata.org/entity/Q34370768,104952892
LH/1774/20,http://www.wikidata.org/entity/Q34628264,13598849s
19800035/802/90920,http://www.wikidata.org/entity/Q34997866,12459466c
LH/340/34,http://www.wikidata.org/entity/Q35018284,123294328
19800035/1075/23695,http://www.wikidata.org/entity/Q35153506,10702412z
19800035/1200/38720,http://www.wikidata.org/entity/Q35824325,118144437
19800035/991/14747,http://www.wikidata.org/entity/Q35986491,129510306
19800035/1429/65332,http://www.wikidata.org/entity/Q36978879,15593242s
LH/2620/21,http://www.wikidata.org/entity/Q38082194,14937893m
19800035/189/24642,http://www.wikidata.org/entity/Q38091437,14974572x
LH/1907/46,http://www.wikidata.org/entity/Q38128998,123366836
19800035/18/2312,http://www.wikidata.org/entity/Q38193897,12979770q
19800035/274/36699,http://www.wikidata.org/entity/Q38678533,12346585t
LH/2109/32,http://www.wikidata.org/entity/Q39146138,107375858
LH/2000/34,http://www.wikidata.org/entity/Q40066968,106622385
19800035/325/43795,http://www.wikidata.org/entity/Q41659819,123195283
19800035/1484/72515,http://www.wikidata.org/entity/Q41792167,10606193r
19800035/838/95720,http://www.wikidata.org/entity/Q41793656,16184433v
19800035/0173/22344,http://www.wikidata.org/entity/Q42219226,15110529b
LH/2486/41,http://www.wikidata.org/entity/Q42309300,10738523z
19800035/1483/72342,http://www.wikidata.org/entity/Q43249272,12058488r
LH/535/39,http://www.wikidata.org/entity/Q43751516,12597039w
LH/1122/33,http://www.wikidata.org/entity/Q43947970,121151458
LH/1122/33,http://www.wikidata.org/entity/Q43947970,30499720n
LH/1066/54,http://www.wikidata.org/entity/Q44703344,102708512
LH/2445/35,http://www.wikidata.org/entity/Q47012219,10484168c
19800035/457/61108,http://www.wikidata.org/entity/Q47035293,15689294f
LH/877/22,http://www.wikidata.org/entity/Q47092616,12171287r
19800035/169/21720,http://www.wikidata.org/entity/Q47145567,131955931
LH/763/16,http://www.wikidata.org/entity/Q47490518,149728650
LH/2218/2,http://www.wikidata.org/entity/Q48646893,10481898h
LH/2422/54,http://www.wikidata.org/entity/Q50356404,14820671p
19800035/1327/53664,http://www.wikidata.org/entity/Q51954636,12739066c
LH/402/45,http://www.wikidata.org/entity/Q52144865,102340065
LH/1503/52,http://www.wikidata.org/entity/Q52155801,170775986
19800035/7/860,http://www.wikidata.org/entity/Q52155913,14970588b
LH/559/115,http://www.wikidata.org/entity/Q52550243,107195097
LH/2034/53,http://www.wikidata.org/entity/Q52669105,17023250c
LH/626/25,http://www.wikidata.org/entity/Q3092414,132102282
LH/516/22,http://www.wikidata.org/entity/Q3270820,161440019
LH/120/20,http://www.wikidata.org/entity/Q53240568,105429375
LH/885/1,http://www.wikidata.org/entity/Q53308698,10307346h
19800035/0138/17479,http://www.wikidata.org/entity/Q53310861,12938076s
19800035/210/27556,http://www.wikidata.org/entity/Q53312791,16935427h
19800035/120/15110,http://www.wikidata.org/entity/Q53347259,13024144v
LH/953/35,http://www.wikidata.org/entity/Q54869815,12966766j
LH/2126/10,http://www.wikidata.org/entity/Q55070601,14021067n
LH/542/34,http://www.wikidata.org/entity/Q55082481,12462640r
LH/1923/24,http://www.wikidata.org/entity/Q55218151,129667207
LH/2536/44,http://www.wikidata.org/entity/Q55231066,12095599s
19800035/309/41676,http://www.wikidata.org/entity/Q55238771,13481133d
LH/265/73,http://www.wikidata.org/entity/Q55381423,104634645
LH/1886/43,http://www.wikidata.org/entity/Q55408916,134820174
LH/486/98,http://www.wikidata.org/entity/Q55587345,12750607r
19800035/283/37928,http://www.wikidata.org/entity/Q55590273,10389809t
LH/795/20,http://www.wikidata.org/entity/Q55594516,12511880f
LH/984/13,http://www.wikidata.org/entity/Q55632807,134877863
19800035/1404/62205,http://www.wikidata.org/entity/Q55670698,119009997
19800035/797/90279,http://www.wikidata.org/entity/Q55671761,103524547
LH/103/30,http://www.wikidata.org/entity/Q55671813,10462300d
LH/2376/58,http://www.wikidata.org/entity/Q55672826,14653926p
19800035/1473/70730,http://www.wikidata.org/entity/Q55721658,12195853g
LH/607/7,http://www.wikidata.org/entity/Q55768335,109435626
19800035/1303/50468,http://www.wikidata.org/entity/Q55769177,12261287q
LH/362/83,http://www.wikidata.org/entity/Q55770636,10544113f
19800035/1159/32443,http://www.wikidata.org/entity/Q55771126,123120986
LH/752/8,http://www.wikidata.org/entity/Q55837024,11899854v
19800035/251/33458,http://www.wikidata.org/entity/Q55838384,12899038j
19800035/1272/46536,http://www.wikidata.org/entity/Q55846902,133839824
LH/1534/49,http://www.wikidata.org/entity/Q55874667,124493259
LH/2704/44,http://www.wikidata.org/entity/Q56036347,166024625
LH/567/30,http://www.wikidata.org/entity/Q56071472,15305877c
LH/2670/77,http://www.wikidata.org/entity/Q56085069,12185770k
LH/2616/75,http://www.wikidata.org/entity/Q56253444,16906077k
19800035/376/50490,http://www.wikidata.org/entity/Q56422338,10897672m
19800035/52/6324,http://www.wikidata.org/entity/Q56450926,12710706v
19800035/103/12984,http://www.wikidata.org/entity/Q56526409,10859698z
LH/2342/50,http://www.wikidata.org/entity/Q56641042,107128426
LH/1005/34,http://www.wikidata.org/entity/Q56701945,124432545
LH/2047/40,http://www.wikidata.org/entity/Q56708480,107375691
LH/2047/40,http://www.wikidata.org/entity/Q56708480,133648088
19800035/176/22700,http://www.wikidata.org/entity/Q56817017,14970513f
LH/1601/35,http://www.wikidata.org/entity/Q57240421,155381565
19800035/295/39694,http://www.wikidata.org/entity/Q57828761,11240440t
19800035/1387/60219,http://www.wikidata.org/entity/Q57949131,104705340
LH/289/108,http://www.wikidata.org/entity/Q58476123,11892876g
LH/971/55,http://www.wikidata.org/entity/Q58826455,106596122
LH/801/73,http://www.wikidata.org/entity/Q59274582,12298577j
19800035/251/33518,http://www.wikidata.org/entity/Q59532631,13204826s
LH/788/47,http://www.wikidata.org/entity/Q59769244,16236380q
LH/32/84,http://www.wikidata.org/entity/Q60648716,10341207q
LH/2331/55,http://www.wikidata.org/entity/Q3079029,149277489
LH/333/53,http://www.wikidata.org/entity/Q3083251,14467299s
LH/2705/41,http://www.wikidata.org/entity/Q3083563,116830628
LH/2485/53,http://www.wikidata.org/entity/Q3083736,129977412
LH/2102/51,http://www.wikidata.org/entity/Q3083783,12385967k
LH/41/85,http://www.wikidata.org/entity/Q3083831,110928225
LH/58/41,http://www.wikidata.org/entity/Q3083843,14960018k
LH/138/5,http://www.wikidata.org/entity/Q3083915,14954654v
LH/391/28,http://www.wikidata.org/entity/Q3084141,144738583
LH/610/1,http://www.wikidata.org/entity/Q3084320,12211647j
LH/2411/11,http://www.wikidata.org/entity/Q3084719,169321676
LH/400/97,http://www.wikidata.org/entity/Q3084757,10388573v
LH/698/63,http://www.wikidata.org/entity/Q3084857,12039172c
LH/1580/60,http://www.wikidata.org/entity/Q3085048,130095991
LH/452/17,http://www.wikidata.org/entity/Q3085566,150194997
LH/1417/57,http://www.wikidata.org/entity/Q3086206,13744003m
LH/2393/81,http://www.wikidata.org/entity/Q3086375,12949434d
LH/1264/78,http://www.wikidata.org/entity/Q3088190,16277800p
LH/1310/71,http://www.wikidata.org/entity/Q3089710,107013411
LH/2466/29,http://www.wikidata.org/entity/Q3090193,10634886j
LH/126/13,http://www.wikidata.org/entity/Q3092365,13355999q
LH/1486/87,http://www.wikidata.org/entity/Q3092464,12356219d
LH/1321/66,http://www.wikidata.org/entity/Q3092466,146536396
LH/2575/15,http://www.wikidata.org/entity/Q3092680,10640248k
LH/816/84,http://www.wikidata.org/entity/Q3093569,149665381
LH/311/25,http://www.wikidata.org/entity/Q3093640,106961610
LH/789/19,http://www.wikidata.org/entity/Q3093713,106741497
LH/1432/53,http://www.wikidata.org/entity/Q3093814,13514130t
LH/2104/27,http://www.wikidata.org/entity/Q3093918,11919206v
LH/2679/57,http://www.wikidata.org/entity/Q3093990,16544926t
LH/2079/20,http://www.wikidata.org/entity/Q3098819,11896565z
LH/434/67,http://www.wikidata.org/entity/Q3098937,129905874
LH/494/21,http://www.wikidata.org/entity/Q3102457,12519555b
LH/607/13,http://www.wikidata.org/entity/Q3102519,103475624
LH/726/63,http://www.wikidata.org/entity/Q3102586,17122833c
LH/679/66,http://www.wikidata.org/entity/Q3103177,13005965v
LH/1879/42,http://www.wikidata.org/entity/Q3103201,149782215
LH/2277/23,http://www.wikidata.org/entity/Q3103458,120040728
LH/2281/34,http://www.wikidata.org/entity/Q3103458,120040728
LH/1715/22,http://www.wikidata.org/entity/Q3120064,13275369c
LH/2790/82,http://www.wikidata.org/entity/Q3120381,10709088s
LH/624/82,http://www.wikidata.org/entity/Q3121155,14884460p
LH/824/11,http://www.wikidata.org/entity/Q3121182,12503393p
LH/1652/23,http://www.wikidata.org/entity/Q3121247,12994880h
LH/2655/46,http://www.wikidata.org/entity/Q3121338,12107274d
LH/1574/66,http://www.wikidata.org/entity/Q3129259,169885386
LH/2212/22,http://www.wikidata.org/entity/Q3130367,15506444w
LH/254/70,http://www.wikidata.org/entity/Q3130405,150250025
LH/153/21,http://www.wikidata.org/entity/Q3130643,11890776q
LH/525/74,http://www.wikidata.org/entity/Q3130830,103466567
LH/558/64,http://www.wikidata.org/entity/Q3130848,107473283
LH/680/24,http://www.wikidata.org/entity/Q3130927,125664332
LH/580/87,http://www.wikidata.org/entity/Q3131206,139251439
LH/1245/29,http://www.wikidata.org/entity/Q3131242,14897525c
LH/1305/56,http://www.wikidata.org/entity/Q3131279,11907638w
LH/1488/52,http://www.wikidata.org/entity/Q3131423,10360408s
LH/1775/36,http://www.wikidata.org/entity/Q3131597,107334166
LH/2242/11,http://www.wikidata.org/entity/Q3131855,10670276f
LH/2242/11,http://www.wikidata.org/entity/Q3131855,149771658
LH/2639/46,http://www.wikidata.org/entity/Q3132097,123346486
LH/449/21,http://www.wikidata.org/entity/Q3132244,10666708k
LH/2777/55,http://www.wikidata.org/entity/Q3132301,13372548d
LH/536/38,http://www.wikidata.org/entity/Q3132385,10729961n
LH/24/74,http://www.wikidata.org/entity/Q3132422,124423217
LH/1974/60,http://www.wikidata.org/entity/Q3132697,12966829m
LH/2794/29,http://www.wikidata.org/entity/Q3132725,10566192g
LH/277/31,http://www.wikidata.org/entity/Q3133012,13004267c
LH/1616/26,http://www.wikidata.org/entity/Q3133179,15853291p
LH/859/34,http://www.wikidata.org/entity/Q3104108,16578899b
LH/99/29,http://www.wikidata.org/entity/Q3105598,12459911g
LH/888/8,http://www.wikidata.org/entity/Q3131041,10297873g
LH/934/35,http://www.wikidata.org/entity/Q3131067,14794670k
LH/2396/57,http://www.wikidata.org/entity/Q3135539,16661771z
LH/1295/59,http://www.wikidata.org/entity/Q3135620,10472402k
LH/1470/35,http://www.wikidata.org/entity/Q3136079,124911146
19800035/755/85634,http://www.wikidata.org/entity/Q3136101,12969253j
LH/1016/44,http://www.wikidata.org/entity/Q3142344,13217466v
19800035/1462/68940,http://www.wikidata.org/entity/Q3142536,14654146b
LH/1672/62,http://www.wikidata.org/entity/Q3144660,12621987h
LH/1305/9,http://www.wikidata.org/entity/Q3148168,15003731s
LH/2627/19,http://www.wikidata.org/entity/Q3154754,12642949m
LH/1694/26,http://www.wikidata.org/entity/Q3158003,14911600c
19800035/1036/19517,http://www.wikidata.org/entity/Q3158618,10491033x
LH/1899/48,http://www.wikidata.org/entity/Q3159588,14961863v
19800035/217/28452,http://www.wikidata.org/entity/Q3160060,11320009b
LH/2719/42,http://www.wikidata.org/entity/Q3163729,12511336k
LH/1470/47,http://www.wikidata.org/entity/Q3164668,12239545x
LH/1839/32,http://www.wikidata.org/entity/Q3165780,14596308g
LH/2071/47,http://www.wikidata.org/entity/Q3166035,148191164
LH/1331/67,http://www.wikidata.org/entity/Q3166061,131923258
LH/1623/74,http://www.wikidata.org/entity/Q3166402,10735590c
LH/2702/8,http://www.wikidata.org/entity/Q3166541,10708031k
LH/2750/58,http://www.wikidata.org/entity/Q3166545,14942135h
19800035/1450/67758,http://www.wikidata.org/entity/Q3166697,107813034
19800035/127/15993,http://www.wikidata.org/entity/Q3167637,130115530
LH/1632/62,http://www.wikidata.org/entity/Q3167880,15559466z
LH/1679/11,http://www.wikidata.org/entity/Q3169529,107443318
19800035/1288/48790,http://www.wikidata.org/entity/Q3170401,14886690n
LH/2555/70,http://www.wikidata.org/entity/Q3170518,11297192z
LH/151/8,http://www.wikidata.org/entity/Q3170658,122693977
19800035/990/14591,http://www.wikidata.org/entity/Q3426406,12299510h
