leonoreid,noms
LH/2165/73,Philippe Pinel
LH/920/47,Jean-Henri Fabre
LH/7/49,Michel Adanson
LH/1360/85,André Jeanbon Saint André
C/0/33,Paul Dassault
LH/1430/55,Paul de Ladmirault
LH/161/78,Louis Alfred Becquerel
LH/2690/77,Charles Henri Ver-Huell
LH/1129/23,Alfred Giard
LH/612/10,Antoine-Augustin Cournot
LH/2142/36,Henri Félix Emmanuel Philippoteaux
LH/2508/4,Marcel Serret
LH/2371/65,Alfred Roll
LH/1123/39,Henri Germain
LH/757/30,Florian Desprez
LH/1946/74,Victor Mottez
19800035/354/47625,Georges Scelle
19800035/402/53794,Gaston Ramon
LH/2296/14,Armand Renaud
LH/1841/53,Jean Mermoz
LH/119/41,Jean-Augustin Barral
LH/791/60,Marie-Joseph-Camille Doré
19800035/218/28574,Raymond Wintz
LH/811/11,Alphée Dubois
LH/321/15,Jean-Claude Bouquet
LH/598/105,Jacques Marie Cyprien Victor Coste
LH/2275/28,Maurice Raynaud
LH/618/85,Charles Cousin-Montauban
LH/1252/24,Félix Guyon
19800035/3/389,Henri Bernstein
19800035/662/76150,Lionel Terray
LH/1914/63,Jean-Pierre de Montalivet
LH/2322/37,Louis Claude Richard
LH/997/1,Jean-Louis Forain
LH/2679/33,Léon Vaudoyer
LH/1259/22,Ludovic Halévy
LH/771/35,Narcisse Díaz de la Peña
LH/765/63,Achille Devéria
19800035/551/62916,Paul Héroult
LH/1914/32,Louis Raymond de Montaignac de Chauvance
LH/9/49,Denys Affre
19800035/618/69941,Jean Couzy
LH/1330/53,Jules Champfleury
19800035/973/12812,Léon Barsacq
LH/2626/18,François Thomas Tréhouart
19800035/865/1530,Auguste Chabaud
LH/1715/40,Auguste Manet
LH/1721/56,Auguste Maquet
LH/1984/23,Michel Louis Félix Ney
LH/1548/66,André Lefèvre
LH/1141/64,Jacques Ginoulhiac
19800035/793/89619,Pierre Patout
19800035/543/62152,Louis Gallouédec
LH/1935/61,Alexandre Moret
LH/1068/41,Louis Ganne
LH/2077/10,Jules Émile Péan
LH/2077/45,Félix Pécaut
LH/468/21,Antelme Édouard Chaignet
LH/264/19,Marie-Firmin Bocourt
LH/789/46,Ferdinand-François-Auguste Donnet
LH/711/23,Paul d'Ivoi
LH/378/96,Philibert de Bruillard
LH/1705/62,Joseph-François Malgaigne
LH/997/8,Auguste de Forbin
LH/1888/54,Marie-Joseph François de Miribel
19800035/1440/66799,Xavier Givaudan
LH/203/36,Hilaire de Chardonnet
LH/164/66,Alexandre-Émile Béguyer de Chancourtois
LH/455/68,Joseph Bienaimé Caventou
LH/2639/64,Eugène Turpin
LH/143/60,Paul Baudry
19800035/130/16452,Alfred Loisy
LH/2192/16,Camille Armand Jules Marie de Polignac
19800035/1349/56365,René Floriot
LH/2303/76,Jean de Reszke
LH/1452/70,Victor Laloux
LH/1262/7,Jacques Félix Emmanuel Hamelin
19800035/105/13169,Gustave Geffroy
19800035/211/27634,Léon Charles Thévenin
LH/1774/34,Éleuthère Mascart
19800035/311/41936,Jacques-Émile Blanche
LH/2206/25,Louis Pierre Alexis Pothuau
19800035/1133/29753,Marcel-Frédéric Lubin-Lebrère
19800035/241/32035,Auguste Baron
LH/1126/16,Henri Gervex
LH/1240/1,Léon Guillet
LH/1356/30,Jasmin
LH/2020/51,Maurice Ordonneau
LH/1005/77,Philippe-Édouard Foucaux
LH/555/33,Jules Cloquet
LH/859/60,Julien Dupré
19800035/1428/65195,Gabriel Veyre
LH/1378/36,Louis Joubin
LH/355/98,Louis Breguet
LH/355/99,Louis Breguet
19800035/72/8967,Maurice Grammont
LH/2586/49,Charles Thévenin
19800035/176/22722,Marcel Brillouin
19800035/1287/48700,Robert Aron
LH/777/67,Henri Patrice Dillon
LH/1518/31,Aime Ambroise Simon Leborne
LH/1124/70,Camille-Christophe Gerono
LH/2193/60,Camille Polonceau
LH/2538/31,Joseph Souham
LH/1412/38,Charles Jules Labarte
LH/1465/42,Charles Landelle
LH/1718/41,Charles Mannay
LH/1992/35,Charles Nisard
LH/2103/36,Ettore Perrone di San Martino
19800035/166/21263,René Basset
LH/739/64,Paul Déroulède
LH/1538/49,Claude Jacques Lecourbe
LH/2199/80,Claudius Popelin
LH/321/66,Jean-Jacques Bourassé
LH/830/33,Jean-Louis Dufau
LH/84/7,Jean-Martial Azaïs
LH/2780/112,Jean-Pierre Bedos
LH/44/45,Jean Aquistapace
LH/79/9,Jean Autric
LH/99/23,Jean Ballet
LH/424/9,Jean Baptiste Jules Carbillet
LH/49/63,Jean Barthélemy Darmagnac
LH/380/58,Jean Brun
LH/486/57,Jean Chaput
LH/527/7,Jean Chiappe
LH/321/34,Jean Jacques Anatole Bouquet de La Grye
LH/412/42,Jean Joseph Alexandre Amédée de Cambiaire
LH/677/62,Odon Debeaux
LH/593/58,Joseph Cornudet des Chaumettes
LH/1161/54,Jules Godin
LH/1572/72,Jules Le Louédec
LH/1833/44,Jules Mercier
LH/2084/30,Jules Pellechet
19800035/225/29705,Louis Farges
19800035/207/27206,Louis Puech
19800035/1237/42786,Marius Pieyre
LH/613/62,Louis-François-René de Courtarvel
LH/1372/15,Louis-Jean-Samuel Joly de Bammeville
LH/1969/62,Louis Alexandre Marie de Musset
19800035/70/8720,Louis Gardiol
LH/2783/50,Louis Jean Desaix de Veygoux
LH/1573/59,Louis Joachim Le Maguet
LH/1434/67,Louis Lafitte
LH/1671/23,Louis Lubonis
LH/393/16,Louis Léopold Buquet
LH/813/32,Louis Nicolas Dubois
LH/1561/65,Léon-Victorin Legrand
LH/641/71,Léonce Curnier
LH/1232/17,Léonce Guilhaud de Lavergne
LH/1225/8,Marie-Théodore de Rumigny
LH/1337/7,Marius Isoard
LH/207/60,Maurice Berteaux
LH/632/49,Maurice Croiset
19800035/817/93055,Maurice Dormann
LH/1020/54,Maximilien-Prosper Foy
LH/1405/72,Maximilien de Koenigswarter
19800035/1243/43387,Myriam Harry
19800035/1220/40840,Paul Wach
LH/2576/48,Mortimer Ternaux
LH/563/20,Napoléon-Joseph de Colbert-Chabanais
LH/641/49,Napoléon Joseph Curial
LH/2556/44,Napoléon Suchet
LH/2404/49,Nicolas Roussel d'Hurbal
LH/437/74,Nicolas Henri Carteret
LH/1353/9,Noël Jannin
19800035/429/57370,Octave Crutel
19800035/371/49820,Olivier-François Ameline
LH/177/25,Paul-Antoine Bénazet
LH/813/70,Paul-François Dubois
19800035/670/76970,Paul Baratgin
LH/5/81,Paul Léon Aclocque
19800035/947/10099,Paul Marchandeau
LH/1939/19,Paul Morin
LH/467/60,Paul de Chadois
LH/2427/59,Pierre-Jean Sabaterie
LH/1823/51,Pierre-Jules Mene
19800035/136/17183,Pierre Commin
LH/1149/66,Pierre Giraud du Plessis
LH/1108/61,Pierre Génébrias de Gouttepagnon
LH/1615/22,Pierre Le Souef
LH/1562/13,Pierre Legrand
LH/1737/24,Pierre Margaron
LH/2158/4,Pierre Marie Pietri
19800035/565/64327,Pierre Roux-Freissineng
LH/2714/15,Pierre Vignon
LH/2606/31,Prosper-Abbeville Tillette de Mautort de Clermont-Tonnerre
19800035/360/48416,Raymond Le Peletier de Rosanbo
19800035/1073/23478,René Blondelle
LH/2654/64,René Paul Gustave Trouvé
19800035/79/9785,René de Ludre-Frolois
19800035/969/12445,Robert Picard de La Vacquerie
LH/496/16,Pierre Charreyron
LH/277/73,Raymond Saint-Sulpice
LH/887/21,René Charles Duvivier
LH/552/48,René Clérel de Tocqueville
LH/2617/63,Silas Tourangin
LH/302/78,Sébastien Bottin
LH/1430/12,Théobald de Lacrosse
LH/2792/129,Théobald Piscatory
LH/465/38,Théodore Chabert
LH/1324/63,Théodore Humann
LH/674/26,Théophile David
LH/2113/40,Ulric Perrot
LH/271/13,Victor Boissel
LH/2313/39,Vincent Prosper Ribard
19800035/1369/58277,Xavier Reille
LH/699/59,Édouard Delamarre
LH/1825/59,Émile-Justin Menier
LH/1073/29,Émile Garet
LH/2329/42,Émile Rigaud
LH/593/61,Étienne-Émile Cornudet des Chaumettes
LH/2781/99,Étienne Brouard
LH/980/35,Étienne Flandin
LH/1948/47,Jean Baptiste Mougeot
LH/161/69,Henry Becque
19800035/1161/32604,Auguste Rejon
LH/2673/91,Joseph Van Praet
LH/2773/26,Jules Petiet
19800035/100/12496,Jean Patou
LH/1637/60,Frédéric Lichtenberger
LH/337/21,Louis de Fourcaud
LH/2269/71,Louis Ratisbonne
19800035/829/94493,Georges Latil
LH/521/34,Ulysse Chevalier
LH/2113/56,Georges Perrot
LH/1266/1,Edmond Haraucourt
LH/1821/46,Edmond Membrée
LH/389/78,Rembrandt Bugatti
LH/2696/6,Jules Verreaux
19800035/42/5244,Émile Ripert
LH/330/35,Jean-François de Bourgoing
LH/2771/7,Ludwik Michał Pac
LH/334/37,Louis Antoine Fauvelet de Bourrienne
LH/763/46,Henry Deutsch de la Meurthe
19800035/1099/26080,Eirik Labonne
LH/314/19,Jean-Nicolas Bouilly
19800035/79/9837,Ernest Mercier
19800035/928/8233,Xavier Lesage
19800035/1484/72543,Георгий Лаховский
LH/46/72,Louis Archinard
19800035/71/8818,François Georges-Picot
LH/32/21,Jean-Zuléma Amussat
LH/1295/44,Théodore Hersart de La Villemarqué
LH/841/59,Dumanoir
19800035/98/12242,Fernand Point
19800035/821/93404,George Soulié de Morant
LH/625/52,Fernand Crémieux
LH/2756/3,Fernand Widal
LH/417/70,Jean Baptiste Camille de Canclaux
LH/2754/68,Francis Wey
LH/2102/23,Joseph Marie de Pernety
LH/127/10,François Barthélemy
19800035/240/31915,Frédéric Wallerant
19800035/1098/25981,Georges Canetti
19800035/367/49247,Hippolyte Worms
19800035/1474/70763,Georges Houot
LH/1674/62,Georg Wilhelm Amatus Lüer
LH/36/90,Louis Andrieux
19800035/586/66454,Georges Contenau
LH/706/72,Germain Delavigne
LH/2477/26,Adolphe Schloss
LH/1586/34,Jules-Eugène Lenepveu
19800035/547/62587,Henri Lebasque
LH/743/22,Marcellin Desboutin
LH/1146/50,Alexandre de Girardin
LH/446/62,Henri-Pierre Castelnau
LH/1199/2,Henri Gresley
19800035/552/63070,Henri Lichtenberger
19800035/826/94155,Henri Piéron
19800035/1439/66535,Henry Bergasse
LH/525/10,Hilarion-François de Chevigné de Boischollet
19800035/888/4038,Pierre Pruvost
19800035/1452/67939,Eugène Criqui
LH/2535/3,Jean Barthélemot de Sorbier
LH/1601/52,Paul-Eugène Lequeux
LH/241/67,Jean-Baptiste Billot
LH/656/65,Jean-Baptiste-Gaspard d'Ansse de Villoison
LH/782/10,Jean Marie Thérèse Doazan
19800035/157/20084,Jean de Hauteclocque
LH/731/50,Ernest Denis
19800035/184/23954,Joseph Pfleger
LH/1381/26,Roger Jourdain
LH/1513/15,Nicolas Lebel
19800035/46/5709,Walter Schott
19800035/248/33061,Pierre Roche
19800035/884/3665,Jean Etcheberry
19800035/157/20113,Louis-Alexandre Cabié
LH/103/38,Louis Baraguey d'Hilliers
19800035/1289/49004,Louis Vauxcelles
LH/1006/80,Maurice Fouchet
LH/2365/29,Pierre-Louis Roederer
LH/2793/17,Michel Reneauld
LH/1275/64,Ernest Hébrard
LH/770/12,Alphonse Henri d'Hautpoul
LH/1805/12,Alfred Maury
LH/723/14,Alexis Joseph Delzons
LH/191/64,Charles Wilfrid de Bériot
LH/2642/2,Charles Tellier
19800035/876/2857,Jacques Zwobada
19800035/1091/25370,Gaston Wiet
LH/916/52,Joseph Fortuné Théodore Eydoux
LH/534/52,Paul de Choudens
LH/1744/42,Théophile Marion Dumersan
19800035/1423/64683,Pierre-Félix Masseau
LH/478/47,Pierre Champion
19800035/1250/44276,Pierre Chantraine
LH/1818/18,Pierre Meinadier
LH/2674/15,Jean van Styrum
LH/1121/1,Alain Gerbault
LH/2742/86,Richard Waddington
LH/2711/44,Albert Viger
LH/1817/48,Guillaume Meignan
LH/1249/34,Charles Gumery
LH/2512/18,Étienne de Seynes
LH/2563/29,Alphonse Taillandier
LH/7/80,Reinhold Casimir Oscar Adelswärd
LH/2645/54,Georges Thenault
LH/660/60,Rodolphe-Madeleine Cléophas Dareste de la Chavanne
LH/2448/81,Guy-Marie Sallier-Chaumont de La Roche
19800035/1484/72450,Charles-Henry Hirsch
LH/387/49,Gustave Bucher de Chauvigné
19800035/718/81714,Paul Ribeyre
LH/302/53,Alphonse Bottard
LH/187/66,François Eugène Berger
19800035/144/18302,Charles Dumas
LH/896/44,Claude Nicolas Emmery
LH/1485/43,Emmanuel-Marie-Stanislas Thibaut de La Rochethulon
LH/2583/63,Emmanuel-Marie-Stanislas Thibaut de La Rochethulon
19800035/132/16728,Pierre de Blacas d'Aulps
LH/824/4,Albert Duchesne
LH/2698/4,Albéric d'Espeuilles
LH/2420/76,Richard de Lédignan
LH/2398/24,Georges Roulleaux-Dugage
19800035/459/61389,René Delafoy
LH/1322/29,François Hugues
LH/16/53,Ignace François Albrecht
19800035/435/58256,Joseph Weydmann
LH/1499/61,Olivier de Laurens-Castelet
LH/939/43,Alfred Faure
LH/763/55,Guillaume-Amédée Devade
19800035/1004/16133,Jean Drouot-L'Hermine
LH/756/65,Armand Després
19800035/917/7029,André Berthon
19800035/232/30821,Jean-Maurice Le Corbeiller
LH/2473/14,Louis Savoye
19800035/449/60127,Maurice Braibant
LH/2626/44,Émile Trélat
19800035/1227/41481,Claude Petit
LH/108/65,Antoine-Alexandre Barbier
C/0/85,Antoine-François Peyre
LH/650/15,"Davison Dalziel, 1. Baron Dalziel of Wooler"
LH/455/24,Hygin-Auguste Cavé
LH/1409/15,Rodolphe Kreutzer
LH/1155/53,Alfred de Glehn
LH/1385/42,Achille Jubinal
19800035/180/23258,Mathurin Méheut
LH/361/89,Arthur de La Guéronnière
19800035/1299/53997,Jacques Pellegrin
19800035/1310/51566,Eugène-Henri Gravelotte
LH/775/27,Louis Dietsch
LH/1271/3,Adolphe Hatzfeld
LH/1233/50,Adolphe Guillaumat
LH/1395/56,Adolphe Kégresse
19800035/1475/70913,René-Louis Baire
LH/978/8,Eugène Flachat
LH/1589/26,Alexandre Lenoir
19800035/239/31751,Pierre Termier
19800035/3/338,Henry Bérenger
19800035/158/20182,Charles Lamy
C/0/1,Louis Eugène Cavaignac
LH/1415/46,Eugène Labiche
LH/1102/17,Walter Gay
19800035/777/88039,Amédée Ozenfant
LH/984/45,Tony Robert-Fleury
19800035/110/13822,Ernest Langlois
LH/1410/26,Anna Elizabeth Klumpke
LH/407/9,Louis Paul Cailletet
LH/2607/3,Théophile Tilmant
LH/371/73,Alexandre Brongniart
19800035/255/34038,Georges Gillet
LH/382/41,Marc Isambart Brunel
LH/2089/14,Théophile-Jules Pelouze
LH/439/2,Léon Carvalho
19800035/1481/72000,Yvonne Printemps
LH/83/41,Étienne Aymonier
LH/760/15,Georges Destenave
19800035/290/38904,René Lalique
LH/1846/7,André Messager
19800035/742/84252,Madeleine Colani
LH/2404/28,Raymond Roussel
LH/1864/17,Claude-Étienne Michel
LH/980/51,Hippolyte Flandrin
LH/754/46,Amédée Despans-Cubières
LH/2009/31,Charles Oberthür
LH/1279/54,Paul César Helleu
19800035/620/70410,Roger Gavoury
19800035/1467/69804,André Lichtenberger
LH/1570/8,Jean-Marie Le Joubioux
LH/454/80,Jean Cavaillès
LH/530/47,André-Louis Cholesky
19800035/694/79307,André Louis Lefebvre de Laboulaye
LH/1202/64,Gaëtan de Rochebouët
LH/164/73,Auguste Béhal
19800035/1304/50526,Georges Claude
LH/1533/2,Charles Lecocq
LH/133/61,Jules Bastien-Lepage
LH/1860/47,Claude Ignace François Michaud
LH/2266/21,Louis-Antoine Ranvier
LH/1590/3,Charles Lenormant
LH/16/69,Félix Alcan
LH/1636/24,Louis Liard
19800035/311/41895,Harry Baur
LH/122/14,Camille Barrère
LH/222/50,Ernest Henri Besnier
LH/87/11,Louis Bachelier
LH/593/33,Alfred Cornu
LH/1805/3,Jean-Sifrein Maury
19800035/1207/39459,Dieudonné Costes
LH/2292/52,Géraud Réveilhac
LH/369/90,Henri Brocard
19800035/224/29504,Edmond Aman-Jean
LH/1454/19,Jean Maximilien Lamarque
LH/1489/83,Emmanuel de Las Cases
LH/1412/1,Antoine Germain Labarraque
19800035/227/30002,Louis Madelin
19800035/241/32005,Henri Babinski
LH/2198/5,Hubert Ponscarme
19800035/565/64316,Constant Roux
LH/1886/3,Sextius Alexandre François de Miollis
LH/526/101,Antoine-Léonard Chézy
LH/1741/18,Pierre Marie
LH/2621/62,Henry Toussaint
19800035/368/49407,Philippe Kieffer
LH/1519/35,Albert Lebourg
LH/714/42,Jean-Pierre Dellard
LH/714/43,Jean-Pierre Dellard
19800035/723/82222,Louis Bertrand
LH/1415/6,Charles Angélique François Huchet de La Bédoyère
LH/202/42,Hippolyte Bernheim
19800035/823/93797,Paul Tissandier
LH/448/64,Charles-Simon Catel
LH/2066/27,Henri Patin
LH/1876/54,Alexis Millardet
LH/828/19,Eugène Ducretet
LH/403/38,Charles Ambroise de Caffarelli du Falga
LH/1427/56,Charles de Lacretelle
LH/298/40,Henri de Bornier
LH/492/45,Francis Charmes
LH/2116/36,Maurice Persat
LH/891/35,Émile Egger
LH/825/7,Émile Duclaux
LH/1865/37,Gustave Michel
19800035/1069/23040,Henri Adeline
19800035/893/4581,Eugène Van der Meersch
LH/555/60,Antoine Clot
LH/734/94,Alexis-Joseph Depaulis
LH/2124/36,Jean Martin Petit
LH/664/27,Louis Dartige du Fournet
LH/2080/30,Jean Pégot
19800035/1277/47162,René Swyngedauw
LH/27/30,François Régis Alziary de Malausséna
LH/1032/50,Charles Louis Joseph de Gau de Frégeville
LH/1032/51,Charles Louis Joseph de Gau de Frégeville
LH/2499/6,Justin Germain Casimir de Selves
19800035/1259/45188,Sidoine Clément
19800035/95/11921,Charles Noufflard
19800035/150/19162,Henry de Gorsse
19800035/1319/52678,Louis Jourdan
LH/649/27,Théobald Dalmas de Lapérouse
LH/1900/73,Pierre Alexandre Jean Mollière
LH/1775/46,Émile Masqueray
LH/86/85,Théodore Bachelet
LH/27/37,Albert d'Amade
19800035/554/63275,Louis Majorelle
LH/652/6,Marie-Charles-Théodore de Damoiseau de Montfort
19800035/1145/31034,Marie Dubas
LH/528/39,Antoine Chintreuil
LH/951/58,Antoine Laurent Apollinaire Fée
LH/1346/32,Honoré Jacquinot
LH/1631/25,Alexandre Leymerie
19800035/1235/42593,Georges Sporck
19800035/1067/22835,Philippe Hériat
19800035/28/3530,René Charles Joseph Maire
LH/2282/45,Antoine Redier
LH/1907/26,Frédéric Monier
19800035/43/5304,Marcel Rochas
19800035/201/26305,Jules Coutan
19800035/1282/48014,Henri Bouchard
LH/750/16,Ernest Desjardins
19800035/385/51686,Paul Jobert
LH/1663/63,Louis Loucheur
LH/1302/38,Abraham Hirsch
LH/2741/71,Achille Ernest Vuillemot
LH/174/41,Adolphe Belot
19800035/63/7764,Adolphe Chéron
LH/1449/49,Adolphe Lalauze
19800035/257/34272,Adolphe Moitié
LH/2436/34,Adolphe de Saint-Germain
LH/1371/25,Adrien-Jacques Joly
LH/329/78,Adrien Bourgogne
LH/384/84,Adrien François de Bruno
LH/1695/47,Adrien de Mailly
LH/256/29,Aimé Blavier
19800035/180/23287,Aimé Merlo
LH/1543/52,Albert-Ferdinand Le Dru
19800035/248/33009,Albert Louppe
LH/1691/28,Albert Maignan
19800035/564/64239,Albert Rigolot
19800035/1341/55371,Albert Willm
LH/1812/55,Albin Mazon
19800035/957/11194,Alex Madis
LH/2764/88,Alexandre-Urbain Yvan
19800035/1286/48443,Alexandre Arquillière
LH/258/24,Alexandre Bloch
LH/2330/65,Alexandre Gaulthier de Rigny
LH/1116/24,Alexandre Georges
LH/1175/47,Alexandre Goüin
LH/1247/39,Alexandre Guiraud
LH/1777/4,Alexandre Massé
LH/2007/48,Alexandre Nozal
LH/2260/22,Alexandre Raguet
LH/2356/42,Alexandre de Lavrignais
LH/1316/57,Alexis Hubert de La Hayrie
LH/2567/3,Alexis Le Veneur de Tillières
LH/1616/35,Alexis Louis Marie de Lespinay
LH/1995/56,Alexis Nicolas Noël
19800035/564/64215,Alfred-Henri Recoura
19800035/1344/55786,Alfred Bernard
19800035/158/20197,Alfred Cerné
19800035/1040/19990,Alfred Dehé
19800035/461/61638,Alfred Didry
LH/1243/11,Alfred Guillou
LH/1658/30,Alfred Loreau
LH/1810/13,Alfred Mayrargues
19800035/759/86075,Alfred Mortier
19800035/251/33466,Alfred Soubeiran
LH/1005/71,Alphonse-Gabriel Foucault
LH/2036/39,Alphonse Gabriel Victor Paillet
19800035/1384/59888,Alphonse Gaudron
LH/1171/31,Alphonse Gosset
LH/1461/69,Alphonse Lamotte
LH/1774/16,Alphonse Mas
19800035/250/33259,Alphonse Renaudat
19800035/909/6182,Michel Kikoine
LH/2732/20,Ennius Quirinus Visconti
19800035/159/20378,Edmond Faral
19800035/184/23959,Isidore Philipp
LH/485/63,Jean-Antoine Chaptal
LH/1822/21,Joachim Menant
LH/664/52,"Pierre Antoine Noël Bruno, comte Daru"
LH/2150/38,Marie-Georges Picquart
19800035/1464/69372,Albert Cuny
LH/2761/44,Charles Wolf
LH/302/51,Paul-Émile Botta
LH/2022/2,Henri d'Orléans
19800035/1352/56686,Paul Montel
LH/1262/69,Jean-Louis Hamon
LH/2299/21,Fernand Renault
19800035/833/95018,Gaston Amson
LH/2604/87,Paul Thureau-Dangin
LH/2673/37,Émile van Marcke
LH/2170/11,Pierre Adolphe Piorry
LH/439/56,Eugène Casalis
LH/126/69,Auguste Marseille Barthélemy
LH/444/22,Auguste Castan
LH/2318/15,Auguste Ricard de Montferrand
19800035/1295/49755,Augustin-Xavier Richert
19800035/548/62608,Stéphane Gsell
19800035/824/93890,Maurice Vignerot
19800035/1389/60420,Octave Merlier
LH/246/68,Maurice Bizot
LH/1133/7,Augustin Nicolas Gilbert
LH/540/23,Jean Civiale
LH/590/20,Benjamin Corenwinder
LH/179/22,Jean Benner
19800035/729/82868,François Fournier
LH/999/15,Léonard-Léopold Forgemol de Bostquénard
LH/1624/86,Pierre Émile Levasseur
LH/1875/64,Louis Marie de Milet de Mureau
LH/2356/49,Pierre Jean Robiquet
LH/542/33,Jules Claretie
19800035/160/20559,Maurice Caullery
LH/1274/23,Georges Hayem
LH/437/62,Pierre Cartellier
LH/408/8,Henri Cain
LH/1729/36,Jean-Baptiste Marchand
19800035/1114/27573,Lucien Chopard
LH/1/9,Charles Abadie
19800035/1270/46381,Henry des Abbayes
LH/439/40,Raphaël de Casabianca
19800035/1415/63604,René Baillaud
LH/813/17,Louis-Ernest Dubois
19800035/22/2802,Pierre-Georges Latécoère
LH/463/91,Paul Chabas
19800035/1320/52880,Henri Ghéon
19800035/632/73132,Charles Camoin
LH/1162/41,Dominique Alexandre Godron
19800035/11/1377,Pierre Augustin Dangeard
19800035/95/11898,Henri Albert Niessel
19800035/1055/21480,Pierre Jean Louis Dangeard
LH/2674/31,Joost van Vollenhoven
19800035/328/44222,Joseph Vendryes
LH/1830/16,Charles Méray
LH/151/27,Henry Bazin
LH/1810/32,Charles de Mazade
LH/525/16,Camille Chevillard
19800035/1330/54219,Charles-François-Prosper Guérin
LH/1483/52,Charles-Philippe Larivière
LH/1167/75,Charles-Arthur Gonse
19800035/1463/69081,Charles Beaulieux
LH/1919/84,Charles de Montholon-Sémonville
LH/1131/6,Charles Gide
19800035/1112/27403,Clovis Brunel
19800035/810/92088,Pierre Martino
LH/2499/42,Charles-Louis Huguet de Sémonville
LH/119/60,Louis-Mathias de Barral
LH/2383/16,Daniel Auguste Rosenstiehl
19800035/790/89318,Henri Casadesus
LH/2728/46,Paul Viollet
LH/2705/63,Gabriel Vicaire
19800035/1236/42635,Julien Cain
LH/2392/4,Ernest Roume
LH/2779/1,Émilien de Nieuwerkerke
LH/619/21,Edmond de Coussemaker
LH/597/60,Ernest Cosson
LH/2535/27,Albert Sorel
LH/1699/7,Jacques-Gilles Thomas Maisonneuve
LH/1184/88,Jean-François Graindorge
LH/293/45,Edmond Borchard
LH/1385/48,Christophe Léon Louis Juchault de Lamoricière
LH/1116/28,Alphonse Georges
LH/29/86,Jean-François-Charles Amet
19800035/1272/46562,Albert Mathiez
19800035/388/52061,Ernest Beaux
LH/774/46,Léon Dierx
LH/1256/54,Louis Hachette
LH/1379/25,François Jouffroy
LH/433/49,Ferdinand Carré
LH/1357/3,Pierre Amédée Jaubert
LH/1053/48,Pedro Gailhard
LH/383/58,Jules Brunet
LH/2444/16,Paul de Saisy de Kerampuil
LH/2202/40,Pierre-Barthélémy Portal d'Albarèdes
LH/1224/50,Pierre-François Guestier
LH/1850/29,Pierre-George de Meulenaëre
LH/2617/99,Pierre-Nicolas Tourgueneff
LH/1229/74,Pierre-Paul Guieysse
LH/849/24,Pierre Dumoustier
LH/1198/56,Pierre Grenier
19800035/864/1497,Pierre Montel
19800035/251/33389,Pierre Sarrazin
LH/1610/24,Pierre Thomas Le Roy de Boisaumarié
LH/669/62,Pierre d'Autancourt (ou Dautancourt)
19800035/1031/19010,Roger Besson
LH/1430/84,René Ladreit de La Charrière
LH/2288/28,René Reille
19800035/1233/42269,Robert Brettes
19800035/46/5730,Robert Sérot
19800035/264/35296,Régis-Marie-Joseph de L'Estourbeillon de La Garnache
LH/602/33,Thomas-Jacques de Cotton
LH/752/25,Thomas-Louis Desmazières
